"GEO_ID","NAME","NAICS","NAICS_LABEL","EAGE","EAGE_LABEL","YEAR","FIRM","ESTAB","EMP","DENOM","ESTABS_ENTRY","ESTABS_ENTRY_RATE","ESTABS_EXIT","ESTABS_EXIT_RATE","JOB_CREATION","JOB_CREATION_BIRTHS","JOB_CREATION_CONTINUERS","JOB_CREATION_RATE_BIRTHS","JOB_CREATION_RATE","JOB_DESTRUCTION","JOB_DESTRUCTION_DEATHS","JOB_DESTRUCTION_CONTINUERS","JOB_DESTRUCTION_RATE_DEATHS","JOB_DESTRUCTION_RATE","NET_JOB_CREATION","NET_JOB_CREATION_RATE","REALLOCATION_RATE","FIRMDEATH_FIRMS","FIRMDEATH_ESTABS","FIRMDEATH_EMP"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1979","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1979","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1979","193856","231033","17103332","17005076","3609","1.506","20938","8.735","1781099","174346","1606753","1.025","10.474","1579599","598681","980918","3.521","9.289","201500","1.185","18.578","11602","11728","158280"
"0100000US","United States","31-33","Manufacturing","001","Total","1980","255012","303608","18745186","18799095","31566","10.412","30687","10.122","2210624","765257","1445367","4.071","11.759","2325169","639161","1686008","3.400","12.369","-114545","-0.609","23.518","20796","21005","258463"
"0100000US","United States","31-33","Manufacturing","010","0 years","1980","25937","27369","568271","284136","27369","200.000","0","0.000","568271","568271","0","200.000","200.000","0","0","0","0.000","0.000","568271","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1980","19240","20430","502320","509215","0","0.000","6386","27.033","112730","0","112730","0.000","22.138","126214","65210","61004","12.806","24.786","-13484","-2.648","44.276","4508","4519","34069"
"0100000US","United States","31-33","Manufacturing","030","2 years","1980","18523","19539","529783","545792","687","3.220","4280","20.060","98691","11644","87047","2.133","18.082","130519","61877","68642","11.337","23.914","-31828","-5.832","36.164","3094","3104","33099"
"0100000US","United States","31-33","Manufacturing","040","3 years","1980","17856","19489","689495","707748","604","2.903","3235","15.550","93885","10900","82985","1.540","13.265","131038","54997","76041","7.771","18.515","-37153","-5.249","26.531","2244","2247","23631"
"0100000US","United States","31-33","Manufacturing","050","4 years","1980","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","060","5 years","1980","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1980","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1980","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1980","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1980","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1980","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1980","180733","216781","16455317","16752205","2906","1.299","16786","7.503","1336851","174442","1162409","1.041","7.980","1937587","457077","1480510","2.728","11.566","-600736","-3.586","15.960","10992","11135","167664"
"0100000US","United States","31-33","Manufacturing","001","Total","1981","270724","319525","18217604","18474014","40425","12.955","25442","8.154","2005871","760258","1245613","4.115","10.858","2518366","706121","1812245","3.822","13.632","-512495","-2.774","21.716","16098","16285","200163"
"0100000US","United States","31-33","Manufacturing","010","0 years","1981","29603","31078","626500","313250","31078","200.000","0","0.000","626500","626500","0","200.000","200.000","0","0","0","0.000","0.000","626500","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1981","20860","22110","571237","571146","0","0.000","5267","21.286","120250","0","120250","0.000","21.054","120695","51812","68883","9.072","21.132","-445","-0.078","42.108","3637","3639","24427"
"0100000US","United States","31-33","Manufacturing","030","2 years","1981","17626","18656","477791","490060","1064","5.410","3090","15.710","89716","12657","77059","2.583","18.307","113166","53215","59951","10.859","23.092","-23450","-4.785","36.614","2041","2043","23549"
"0100000US","United States","31-33","Manufacturing","040","3 years","1981","18227","19113","507369","518077","1863","9.596","2467","12.707","88631","22648","65983","4.372","17.108","110851","47495","63356","9.168","21.397","-22220","-4.289","34.215","1659","1664","16507"
"0100000US","United States","31-33","Manufacturing","050","4 years","1981","17036","18459","652877","671313","977","5.129","2157","11.323","81188","13743","67445","2.047","12.094","117781","42604","75177","6.346","17.545","-36593","-5.451","24.188","1341","1351","12929"
"0100000US","United States","31-33","Manufacturing","060","5 years","1981","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1981","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1981","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1981","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1981","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1981","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1981","176113","210109","15381830","15910168","5443","2.548","12461","5.833","1001655","84710","916945","0.532","6.296","2055839","510995","1544844","3.212","12.922","-1054184","-6.626","12.591","7482","7588","122751"
"0100000US","United States","31-33","Manufacturing","001","Total","1982","271895","320897","17478675","17871092","30855","9.622","30404","9.481","1868227","659375","1208852","3.690","10.454","2653318","693351","1959967","3.880","14.847","-785091","-4.393","20.908","21299","21469","223998"
"0100000US","United States","31-33","Manufacturing","010","0 years","1982","24924","26177","572388","286194","26177","200.000","0","0.000","572388","572388","0","200.000","200.000","0","0","0","0.000","0.000","572388","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1982","23709","25014","629553","638500","0","0.000","6153","21.904","125303","0","125303","0.000","19.625","142521","66824","75697","10.466","22.321","-17218","-2.697","39.249","4777","4780","35435"
"0100000US","United States","31-33","Manufacturing","030","2 years","1982","18341","19459","537226","553995","837","4.027","3493","16.804","95315","11670","83645","2.107","17.205","129176","42140","87036","7.607","23.317","-33861","-6.112","34.410","2624","2634","22409"
"0100000US","United States","31-33","Manufacturing","040","3 years","1982","15723","16614","448381","461711","618","3.508","2628","14.916","67126","6265","60861","1.357","14.539","93859","33461","60398","7.247","20.329","-26733","-5.790","29.077","1875","1877","15477"
"0100000US","United States","31-33","Manufacturing","050","4 years","1982","16488","17281","470465","487723","509","2.798","2330","12.808","64669","6714","57955","1.377","13.259","99369","36068","63301","7.395","20.374","-34700","-7.115","26.519","1674","1675","15026"
"0100000US","United States","31-33","Manufacturing","060","5 years","1982","15741","17040","612218","635555","493","2.755","2196","12.274","73343","6715","66628","1.057","11.540","118832","42480","76352","6.684","18.697","-45489","-7.157","23.080","1445","1453","14173"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1982","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1982","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1982","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1982","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1982","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1982","167235","199312","14208444","14807415","2221","1.083","13604","6.636","873763","55623","818140","0.376","5.901","2069556","472378","1597178","3.190","13.976","-1195793","-8.076","11.802","8953","9050","121478"
"0100000US","United States","31-33","Manufacturing","001","Total","1983","272876","320871","16278683","16899943","30365","9.465","30275","9.437","1693650","527996","1165654","3.124","10.022","2935460","790037","2145423","4.675","17.370","-1241810","-7.348","20.043","21087","21275","253212"
"0100000US","United States","31-33","Manufacturing","010","0 years","1983","25293","26451","478813","239407","26451","200.000","0","0.000","478813","478813","0","200.000","200.000","0","0","0","0.000","0.000","478813","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1983","19702","20787","527433","552476","0","0.000","5366","22.863","94107","0","94107","0.000","17.034","143320","64097","79223","11.602","25.941","-49213","-8.908","34.067","4050","4056","35348"
"0100000US","United States","31-33","Manufacturing","030","2 years","1983","20540","21708","578408","604915","565","2.419","3862","16.535","92322","12964","79358","2.143","15.262","146106","59102","87004","9.770","24.153","-53784","-8.891","30.524","2888","2890","27311"
"0100000US","United States","31-33","Manufacturing","040","3 years","1983","16117","17098","489945","513385","451","2.469","2785","15.248","66911","3314","63597","0.646","13.033","114098","42814","71284","8.340","22.225","-47187","-9.191","26.067","2077","2083","20774"
"0100000US","United States","31-33","Manufacturing","050","4 years","1983","14163","14933","401813","425343","384","2.434","2069","13.115","52099","2033","50066","0.478","12.249","98764","37464","61300","8.808","23.220","-46665","-10.971","24.497","1474","1478","15483"
"0100000US","United States","31-33","Manufacturing","060","5 years","1983","15034","15743","441141","456660","377","2.283","1916","11.603","65238","4491","60747","0.983","14.286","97011","31219","65792","6.836","21.244","-31773","-6.958","28.572","1359","1364","14400"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1983","14477","15624","536079","574352","358","2.192","1772","10.851","50220","2285","47935","0.398","8.744","127491","44046","83445","7.669","22.197","-77271","-13.454","17.488","1197","1202","17940"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1983","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1983","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1983","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1983","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1983","158757","188527","12825051","13533407","1779","0.918","12505","6.450","794521","24096","770425","0.178","5.871","2209199","511295","1697904","3.778","16.324","-1414678","-10.453","11.742","8107","8202","121956"
"0100000US","United States","31-33","Manufacturing","001","Total","1984","274067","321880","17380723","16845956","30331","9.444","28916","9.003","2675986","608703","2067283","3.613","15.885","1606262","628585","977677","3.731","9.535","1069724","6.350","19.070","21047","21223","216039"
"0100000US","United States","31-33","Manufacturing","010","0 years","1984","24885","26315","555621","277811","26315","200.000","0","0.000","555621","555621","0","200.000","200.000","0","0","0","0.000","0.000","555621","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1984","19924","20897","492000","484836","0","0.000","5326","22.606","123702","0","123702","0.000","25.514","108938","65890","43048","13.590","22.469","14764","3.045","44.938","4150","4158","34550"
"0100000US","United States","31-33","Manufacturing","030","2 years","1984","17013","17973","551127","540557","526","2.713","3352","17.291","116053","10356","105697","1.916","21.469","94616","48453","46163","8.964","17.503","21437","3.966","35.007","2597","2601","25635"
"0100000US","United States","31-33","Manufacturing","040","3 years","1984","18424","19461","620551","599489","453","2.202","2683","13.039","115871","2997","112874","0.500","19.328","73842","33313","40529","5.557","12.317","42029","7.011","24.635","2048","2049","16825"
"0100000US","United States","31-33","Manufacturing","050","4 years","1984","14653","15505","513220","501728","402","2.466","1996","12.244","91592","1927","89665","0.384","18.255","69614","32369","37245","6.452","13.875","21978","4.380","27.750","1491","1496","12501"
"0100000US","United States","31-33","Manufacturing","060","5 years","1984","12987","13693","424068","413181","319","2.231","1534","10.727","73965","2472","71493","0.598","17.901","52512","26502","26010","6.414","12.709","21453","5.192","25.418","1115","1115","9964"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1984","26971","29032","1023191","1001348","678","2.247","2960","9.810","162446","5869","156577","0.586","16.223","118367","48448","69919","4.838","11.821","44079","4.402","23.642","2125","2130","19492"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1984","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1984","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1984","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1984","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1984","151010","179004","13200945","13027009","1638","0.892","11065","6.023","1437905","29461","1408444","0.226","11.038","1088735","373610","715125","2.868","8.358","349170","2.680","16.715","7596","7674","97072"
"0100000US","United States","31-33","Manufacturing","001","Total","1985","282402","329831","17440468","17406195","39765","12.211","31389","9.639","2316101","789685","1526416","4.537","13.306","2244307","908584","1335723","5.220","12.894","71794","0.412","25.787","22768","22968","334557"
"0100000US","United States","31-33","Manufacturing","010","0 years","1985","33652","35369","735652","367826","35369","200.000","0","0.000","735652","735652","0","200.000","200.000","0","0","0","0.000","0.000","735652","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1985","19808","21045","537693","550478","0","0.000","5326","22.465","105864","0","105864","0.000","19.231","131093","63583","67510","11.551","23.814","-25229","-4.583","38.463","4088","4090","34259"
"0100000US","United States","31-33","Manufacturing","030","2 years","1985","17134","17993","470036","482124","559","2.874","3475","17.865","95568","11044","84524","2.291","19.822","118297","65202","53095","13.524","24.537","-22729","-4.714","39.645","2713","2718","34084"
"0100000US","United States","31-33","Manufacturing","040","3 years","1985","15129","15989","530536","538671","474","2.791","2457","14.470","80031","3852","76179","0.715","14.857","96895","48580","48315","9.019","17.988","-16864","-3.131","29.714","1869","1872","25306"
"0100000US","United States","31-33","Manufacturing","050","4 years","1985","16822","17765","606329","611501","481","2.586","2157","11.595","83688","2686","81002","0.439","13.686","93678","37297","56381","6.099","15.319","-9990","-1.634","27.371","1625","1625","19423"
"0100000US","United States","31-33","Manufacturing","060","5 years","1985","13431","14187","500595","506853","375","2.525","1702","11.461","65016","2049","62967","0.404","12.827","77982","31078","46904","6.132","15.386","-12966","-2.558","25.655","1268","1274","14166"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1985","36531","39485","1394853","1418232","995","2.422","4183","10.183","168493","7099","161394","0.501","11.881","214990","91954","123036","6.484","15.159","-46497","-3.279","23.761","3037","3043","41079"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1985","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1985","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1985","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1985","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1985","141985","167998","12664774","12930511","1512","0.873","12089","6.976","980351","27303","953048","0.211","7.582","1511756","570890","940866","4.415","11.691","-531405","-4.110","15.163","8255","8346","166240"
"0100000US","United States","31-33","Manufacturing","001","Total","1986","281621","328891","16991715","17113953","34124","10.386","33439","10.178","2118682","731105","1387577","4.272","12.380","2360637","864591","1496046","5.052","13.794","-241955","-1.414","24.760","24109","24304","300705"
"0100000US","United States","31-33","Manufacturing","010","0 years","1986","28849","30422","678226","339113","30422","200.000","0","0.000","678226","678226","0","200.000","200.000","0","0","0","0.000","0.000","678226","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1986","25699","27183","703752","727863","0","0.000","7982","25.605","128647","0","128647","0.000","17.675","175811","88908","86903","12.215","24.154","-47164","-6.480","35.349","6266","6293","56488"
"0100000US","United States","31-33","Manufacturing","030","2 years","1986","17175","18289","524129","531286","525","2.666","3329","16.906","97620","10740","86880","2.022","18.374","111133","54629","56504","10.282","20.918","-13513","-2.543","36.749","2472","2479","22319"
"0100000US","United States","31-33","Manufacturing","040","3 years","1986","15082","15839","439562","449828","409","2.424","2472","14.653","70631","4892","65739","1.088","15.702","91602","43658","47944","9.705","20.364","-20971","-4.662","31.404","1925","1926","23832"
"0100000US","United States","31-33","Manufacturing","050","4 years","1986","13488","14255","481567","494165","315","2.091","1939","12.869","60266","2694","57572","0.545","12.196","85607","35853","49754","7.255","17.324","-25341","-5.128","24.391","1439","1443","16727"
"0100000US","United States","31-33","Manufacturing","060","5 years","1986","15260","16080","564360","579983","319","1.890","1924","11.396","67013","2292","64721","0.395","11.554","97653","38065","59588","6.563","16.837","-30640","-5.283","23.109","1398","1406","19195"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1986","45265","49274","1788539","1830954","913","1.777","5101","9.930","202634","10522","192112","0.575","11.067","288994","101824","187170","5.561","15.784","-86360","-4.717","22.134","3553","3567","39551"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1986","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1986","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1986","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1986","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1986","133279","157549","11811580","12160763","1221","0.752","10692","6.588","815139","21739","793400","0.179","6.703","1509774","501654","1008120","4.125","12.415","-694635","-5.712","13.406","7131","7190","122593"
"0100000US","United States","31-33","Manufacturing","001","Total","1987","282101","328603","16628758","16805793","34938","10.640","34439","10.488","1990238","633879","1356359","3.772","11.843","2349348","935721","1413627","5.568","13.979","-359110","-2.137","23.685","23877","24132","309395"
"0100000US","United States","31-33","Manufacturing","010","0 years","1987","29101","30401","572324","286162","30401","200.000","0","0.000","572324","572324","0","200.000","200.000","0","0","0","0.000","0.000","572324","200.000","0.000","0","0","0"
"0100000US","United States","31-33","Manufacturing","020","1 year","1987","22842","24133","658590","684261","0","0.000","6462","23.615","125413","0","125413","0.000","18.328","176767","99841","76926","14.591","25.833","-51354","-7.505","36.657","4789","4793","43054"
"0100000US","United States","31-33","Manufacturing","030","2 years","1987","22368","23649","649587","677603","831","3.268","4389","17.261","101241","12322","88919","1.818","14.941","158641","76547","82094","11.297","23.412","-57400","-8.471","29.882","3305","3308","32703"
"0100000US","United States","31-33","Manufacturing","040","3 years","1987","15265","16261","498994","511476","518","3.003","2497","14.475","73935","6362","67573","1.244","14.455","99713","45016","54697","8.801","19.495","-25778","-5.040","28.910","1861","1869","21920"
"0100000US","United States","31-33","Manufacturing","050","4 years","1987","13427","14098","415158","425841","342","2.288","2044","13.673","54319","2755","51564","0.647","12.756","76008","32035","43973","7.523","17.849","-21689","-5.093","25.511","1527","1531","17834"
"0100000US","United States","31-33","Manufacturing","060","5 years","1987","12262","12936","463021","473587","314","2.309","1643","12.080","55452","2484","52968","0.525","11.709","76797","31686","45111","6.691","16.216","-21345","-4.507","23.418","1155","1163","14161"
"0100000US","United States","31-33","Manufacturing","070","6-10 years","1987","55249","60307","2256877","2309902","1233","1.962","6332","10.074","246281","11907","234374","0.515","10.662","352634","135653","216981","5.873","15.266","-106353","-4.604","21.324","4231","4258","48818"
"0100000US","United States","31-33","Manufacturing","080","11-15 years","1987","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","090","16-20 years","1987","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","100","21-25 years","1987","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","110","26+ years","1987","0","0","0","0","0","null","0","null","0","0","0","null","null","0","0","0","null","null","0","null","null","0","0","0"
"0100000US","United States","31-33","Manufacturing","150","Left Censored","1987","124594","146818","11114207","11436963","1299","0.856","11072","7.298","764913","25725","739188","0.225","6.688","1408760","514943","893817","4.502","12.318","-643847","-5.630","13.376","7100","7210","130905"
